Frame,Time,Emotion,Score
944,22:14:48,Neutral,20
945,22:14:48,Neutral,20
946,22:14:48,Neutral,20
947,22:14:48,Neutral,20
948,22:14:48,Neutral,20
949,22:14:48,Neutral,20
950,22:14:48,Neutral,20
951,22:14:48,Neutral,20
952,22:14:48,Neutral,20
953,22:14:48,Neutral,20
954,22:14:48,Neutral,20
955,22:14:48,Neutral,20
956,22:14:48,Neutral,20
957,22:14:48,Neutral,20
958,22:14:48,Neutral,20
959,22:14:49,Neutral,20
960,22:14:49,Neutral,20
961,22:14:49,Neutral,20
962,22:14:49,Neutral,20
963,22:14:49,Neutral,20
964,22:14:49,Neutral,20
965,22:14:49,Neutral,20
966,22:14:49,Neutral,20
967,22:14:49,Neutral,20
968,22:14:49,Neutral,20
969,22:14:49,Neutral,20
970,22:14:49,Neutral,20
971,22:14:49,Neutral,20
972,22:14:49,Neutral,20
973,22:14:49,Neutral,20
974,22:14:49,Neutral,20
975,22:14:49,Neutral,20
976,22:14:49,Neutral,20
977,22:14:49,Neutral,20
978,22:14:49,Neutral,20
979,22:14:49,Neutral,20
